"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de mise à jour de la fiche installation"
"Complexe Sportif Madeleine","721810006","Mans","72181","72000","","","Square du Moulin Lévêque","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","15","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","5","5","2012-09-12"
"Stade Auguste Delaune","721810007","Mans","72181","72000","","15","Avenue René Laënnec","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","30","0","Complexe sportif","Non","Oui","Oui","Non","Non","Non","3","3","2012-09-17"
"Atelier du Mouvement","721810008","Mans","72181","72000","","20","Rue du vert Galant","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Non","Oui","","Non","Non","20","0","Non","Non","Oui","Oui","Non","Non","Non","1","1","2012-09-14"
"Complexe Sportif Avia 72","721810009","Mans","72181","72000","","","Avenue Félix Geneslay","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","0","Non","Non","10","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","4","3","2012-07-13"
"Boulodrome Drouot","721810010","Mans","72181","72000","","","Avenue François Chancel","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","20","1","Non","Non","Oui","Non","Non","Non","Non","5","3","2012-09-12"
"Complexe Sportif L'Arche de la Nature (Bois de L'Epau)","721810011","Mans","72181","72100","","","Route de l' Epau","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Oui","50","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","11","9","2012-10-15"
"Gymnase Glonnières","721810012","Mans","72181","72100","","","Rue Greco","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","50","1","Complexe sportif","Non","Oui","Oui","Non","Non","Non","7","6","2012-09-24"
"Lycée Professionel Funay-Hélène Boucher","721810013","Mans","72181","72100","","157","Rue Henri Champion","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Avec logement de gardien","Non","50","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-07-09"
"Stade Les Fontenelles","721810014","Mans","72181","72000","","","Rue d'Isaac","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","50","0","Non","Non","Oui","Non","Non","Non","Non","5","5","2012-09-19"
"Complexe Sportif de L'Epine","721810015","Mans","72181","72000","","","Rue de Nice","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","15","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2012-09-10"
"Stade Saint Exupéry","721810016","Mans","72181","72000","","","Boulevard Etienne d'Orves","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","","Non","Non","10","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2012-07-09"
"Complexe Sportif du Maroc Huchepie","721810017","Mans","72181","72000","","","Rue de la charnie","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","20","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-10-01"
"Complexe Sportif de la Briqueterie","721810018","Mans","72181","72000","","4","Rue de Montaigue","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","15","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2012-10-01"
"Complexe Sportif du Centre Universitaire du Maine","721810019","Mans","72181","72085","","","Boulevard Charles Nicolles","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","150","3","Etablissement scolaire","Non","Oui","Oui","Non","Non","Non","7","6","2012-10-01"
"Complexe Sportif des Cheminots","721810020","Mans","72181","72100","","4","Avenue de Bretagne","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","10","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","12","10","2012-07-13"
"Complexe Sportif Antarès","721810021","Mans","72181","72100","","2","Rue Antarès","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Sans logement de gardien","Non","3000","10","Complexe sportif","Non","Oui","Oui","Non","Non","Non","5","5","2012-09-14"
"Circuit des 24 Heures du Mans","721810022","Mans","72181","72019","","","Les Raineries","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","17830","Non","Oui","9000","50","Non","Non","Oui","Oui","Non","Non","Non","6","6","2013-06-05 14:08:52.087000000"
"Salle Charles Gounod","721810023","Mans","72181","72100","","","Allée Frédéric Chopin","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Non","Oui","0","Non","Non","50","1","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-09-26"
"Salle Saint Pavin","721810024","Mans","72181","72000","","85","rue Kléber","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","-","Non","20","0","Non","Non","Oui","Oui","Non","Non","Non","1","1","2012-09-24"
"Complexe Sportif Victor Lair","721810025","Mans","72181","72000","Avenue Henri Pierre Klotz","","Caserne des pompiiers","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","0","Sans logement de gardien","Non","50","1","Complexe sportif","Non","Oui","Oui","Non","Non","Non","3","3","2012-09-21"
"Complexe Sportif Champ Long","721810026","Mans","72181","72000","","","Rue Renee Auduc","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","15","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","4","4","2012-09-07"
"Stade Pierre Piffault","721810027","Mans","72181","72000","","","Avenue Pierre Piffault","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","50","1","Non","Non","Oui","Non","Non","Non","Non","10","7","2012-07-09"
"Salle Les Boucheries","721810028","Mans","72181","72000","","","Rue des Boucheries","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","20","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-09-28"
"Complexe Sportif Beaulieu","721810029","Mans","72181","72000","","","Avenue François Chancel","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","50","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","16","9","2012-09-12"
"Stade le Mans Sarthe Aviron","721810030","Mans","72181","72000","Rue de la Garenne","180 bis","Avenue François Chancel","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","40","0","Non","Non","Oui","Non","Non","Non","Non","3","3","2012-09-19"
"Salles Alfred Pelen","721810031","Mans","72181","72000","","18","Rue Saint Pavin des Champs","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","30","1","Complexe sportif","Non","Oui","Oui","Non","Non","Non","2","2","2012-09-28"
"Complexe Sportif du  Petit Vaurouzé","721810032","Mans","72181","72000","","16","Boulevard Charles Nicolles","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","100","2","Complexe sportif","Non","Oui","Oui","Non","Non","Non","8","7","2012-10-01"
"Centre Aqualudique Les Atlantides","721810033","Mans","72181","72000","","","Rue Rodolphe Diésel","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","5000","Non","Non","500","20","Piscine","Non","Oui","Oui","Oui","Non","Non","8","7","2013-06-05 14:03:19.110000000"
"Complexe Sportif Claircigny","721810034","Mans","72181","72000","","86","Rue Claircigny","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","50","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","7","6","2012-09-12"
"Complexe Sportif de la Californie - Funay","721810035","Mans","72181","72100","","201","Rue Henri Champion","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","20000","Non","Non","100","4","Complexe sportif","Non","Oui","Non","Non","Non","Non","25","15","2012-07-06"
"Gymnase Henri Lefeuvre / le Plateau","721810036","Mans","72181","72000","","32","Rue de Lisbonne","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","900","Non","Non","50","1","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-09-24"
"Complexe Sportif Pierre de Coubertin","721810037","Mans","72181","72000","","2","Avenue de Paderbon","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","3000","Non","Non","30","0","Complexe sportif","Non","Oui","Oui","Non","Non","Non","2","2","2012-09-21"
"Complexe Sportif Alain Fournier","721810038","Mans","72181","72100","","5","Promenade Newton","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","15","0","Complexe sportif","Non","Oui","Oui","Non","Non","Non","5","5","2012-10-01"
"Complexe Sportif Albert Camus","721810039","Mans","72181","72100","","","Rue Alexandre Dubois","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","3000","Non","Non","50","0","Complexe sportif","Non","Oui","Oui","Non","Non","Non","3","3","2012-09-14"
"Complexe Sportif Jean Rondeau","721810040","Mans","72181","72000","","2","Rue du Miroir","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","7000","Avec logement de gardien","Non","100","5","Complexe sportif","Non","Oui","Oui","Oui","Non","Non","7","5","2012-10-01"
"Complexe Sportif Les Sources","721810041","Mans","72181","72100","","30","rue Edgar Degas","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","2000","Non","Non","30","0","Complexe sportif","Non","Oui","Oui","Non","Non","Non","5","4","2012-09-05"
"Complexe Sportif Les Bruyeres","721810042","Mans","72181","72100","","","Rue Henri champion","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","2000","Non","Non","100","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","17","11","2013-11-21"
"Complexe Sportif le Villaret","721810043","Mans","72181","72100","","144","Rue Isaac","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","3000","Sans logement de gardien","Non","50","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","11","7","2013-09-24"
"Complexe Sportif Vauguyon","721810044","Mans","72181","72000","","","Rue Jacques Millet","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","800","Non","Non","200","4","Complexe sportif","Non","Oui","Non","Non","Non","Non","2","2","2012-09-05"
"Complexe Sportif Ile aux Sports","721810045","Mans","72181","72100","","","Rue Paul Doumer","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","150","3","Complexe sportif","Non","Oui","Oui","Non","Non","Non","17","15","2012-07-02"
"Collège Privé Les Mûriers","721810047","Mans","72181","72000","","86","Rue des Mûriers","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","30","0","Etablissement scolaire","Non","Oui","Oui","Non","Non","Non","1","1","2012-09-21"
"Lycée Bellevue","721810048","Mans","72181","72100","","2","Rue Abbaye St Vincent","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","","Avec logement de gardien","Non","50","1","Etablissement scolaire","Non","Oui","Oui","Oui","Non","Non","10","6","2012-09-26"
"Collège le Ronceray","721810049","Mans","72181","72100","","72","Marc Sangnier","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","","-","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","4","3","2012-07-13"
"Lycée Notre Dame","721810050","Mans","72181","72000","","23","Avenue François Mittérand","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Avec logement de gardien","Non","100","2","Etablissement scolaire","Non","Oui","Oui","Oui","Non","Non","1","1","2013-05-21 12:09:29.980000000"
"Lycée Notre Dame de Ste Croix","721810051","Mans","72181","72000","","25","Rue Antoine de Saint Exupéry","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Avec logement de gardien","Non","50","1","Etablissement scolaire","Non","Oui","Oui","Oui","Non","Non","3","3","2013-05-21 12:12:03"
"Collège Roger Vercel","721810052","Mans","72181","72000","","60","Rue Prémartine","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Avec logement de gardien","Non","10","0","Etablissement scolaire","Non","Oui","Oui","Non","Non","Non","2","2","2012-09-17"
"Collège Privé St Benoît Maupertuis","721810053","Mans","72181","72000","","15","Allée Jean Lurçat","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Non","Oui","","Avec logement de gardien","Non","50","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-09-21"
"Collège Privé St Louis","721810054","Mans","72181","72100","","43","Rue Auvray","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Avec logement de gardien","Non","10","0","Etablissement scolaire","Non","Oui","Oui","Oui","Non","Non","1","1","2012-09-21"
"Complexe Sportif du Ce Renault","721810055","Mans","72181","72000","","20","Rue du Spoutnick","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","","Non","Non","50","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","6","4","2012-07-09"
"Stade Funay","721810056","Mans","72181","72100","","201","Rue Henri Champion","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","20","0","Non","Non","Oui","Non","Non","Non","Non","5","2","2012-10-05"
"Samouraï 2000","721810057","Mans","72181","72000","","25","rue des Acacias","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","20","0","Non","Non","Oui","Non","Non","Non","Non","5","5","2012-10-10"
"Stade Roger Deleon","721810058","Mans","72181","72000","","","Rue du cimetière Saint Georges","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","30","0","Non","Non","Oui","Non","Non","Non","Non","5","4","2012-09-07"
"Form'Ll Moving Voltaire","721810059","Mans","72181","72000","","79 Ter","rue Voltaire","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","12","0","Non","Non","Oui","Oui","Non","Non","Non","3","3","2012-06-18"
"Second Souffle","721810060","Mans","72181","72000","","78","Avenue Olivier Heuzé","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","25","0","Non","Non","Oui","Non","Non","Non","Non","3","3","2012-06-18"
"Salle Gouloumes","721810061","Mans","72181","72100","","29","rue Sablons","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","50","1","Non","Non","Oui","Oui","Non","Non","Non","1","1","2012-10-10"
"Salles de la Jalt","721810062","Mans","72181","72100","","24","rue Louis-Crétois","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","50","1","Non","Non","Oui","Oui","Non","Non","Non","3","3","2012-09-24"
"Salle des Cheminots","721810063","Mans","72181","72100","","3","rue de l'Ile de France","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","","Non","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-07-13"
"City Glace Patinoire","721810064","Mans","72181","72000","","","Avenue Fred Auguste Bartholdi","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","0","Non","Non","50","5","Non","Non","Oui","Oui","Non","Non","Non","2","2","2013-05-21 12:14:04.157000000"
"Fitness Club des Cèdres","721810065","Mans","72181","72000","","","Chemin de la Pecquenardière","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Avec logement de gardien","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","19","6","2012-10-12"
"Collège Privé  Psallette St Vincent","721810066","Mans","72181","72000","","10","rue Tertre St Laurent","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Avec logement de gardien","Non","20","1","Etablissement scolaire","Non","Oui","Non","Oui","Non","Non","2","2","2012-09-21"
"Gymnase de L'Epau","721810067","Mans","72181","72000","","","Rue de Roumanie","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","30","1","Non","Non","Oui","Oui","Non","Non","Non","4","4","2012-07-09"
"Salle de Billard des Batignolles","721810068","Mans","72181","72100","","69","rue d'Arnage","[ 48.003684 , 0.196304]","0.196304","48.003684","Oui","Non","Non","","Non","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-09-28"
"Le Mans Pub Loisirs","721810069","Mans","72181","72000","","44","Qaui Amiral Lalande","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Avec logement de gardien","Non","10","0","Non","Non","Oui","Oui","Oui","Non","Non","1","1","2013-05-13 11:56:28.247000000"
"Centre de Ligue Départementalisé","721810070","Mans","72181","72000","","","Boulevard Charles Nicolles","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","1444","Non","Non","30","1","Non","Non","Oui","Oui","Non","Non","Non","2","1","2013-06-05 14:06:01.967000000"
"Form'Ll Moving Oasis","721810071","Mans","72181","72100","","458","avenue Félix Géneslay","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","","Non","Non","20","1","Non","Non","Oui","Oui","Non","Non","Non","6","4","2012-06-18"
"Ponceau Club Bouliste Manceau","721810072","Mans","72181","72100","","10","Impasse du ponceau","[ 48.003684 , 0.196304]","0.196304","48.003684","Non","Oui","Non","1200","Non","Non","0","0","Non","Non","Oui","Oui","Non","Non","Non","3","3","2013-09-10"
